A	B	C	TIME
359227	1.48305e+07	1.47884e+07	8.61613
200299	2.11405e+06	2.11296e+06	0.625278
2.21474e+06	6.43633e+07	6.40322e+07	22.1077
1.50028e+06	2.20282e+07	2.19134e+07	7.31833
6.38426e+06	4.29416e+08	4.1232e+08	255.632
646883	8.12838e+06	8.11584e+06	2.42196
308527	9.20165e+06	9.1105e+06	4.74451
100588	6.79648e+06	6.78304e+06	4.27511
684104	4.99626e+07	4.97485e+07	29.8038
218782	3.78425e+06	3.78015e+06	1.13431
3.72804e+06	5.18511e+06	5.14433e+06	1.70396
1.15376e+06	1.48151e+07	1.47757e+07	4.9023
148000	133289	132923	0.034567
33614	406377	406322	0.227699
20540	460576	460453	0.398924
407331	1.59996e+06	1.59473e+06	0.488072
302119	6.99095e+06	6.93948e+06	3.62704
134457	3.35267e+06	3.33378e+06	1.65827
646616	3.50873e+07	3.50054e+07	11.8756
1.24848e+06	5.32429e+07	5.23737e+07	30.6283
5.53596e+06	1.03165e+07	1.0297e+07	3.06117
274994	2.03263e+07	2.02861e+07	11.6736
275839	3.20725e+06	3.20412e+06	0.872465
589716	4.63805e+06	4.62696e+06	1.43246
214988	2.20469e+06	2.20348e+06	0.67874
598010	4.70864e+07	4.69199e+07	15.4132
548642	1.72968e+07	1.69004e+07	9.2563
451054	5.95396e+06	5.91967e+06	1.81748
1.63159e+06	3.00139e+07	2.97032e+07	10.7169
425658	1.33582e+06	1.33551e+06	0.672188
3.87496e+06	3.30968e+08	3.2416e+08	203.246
458746	6.38525e+06	6.36832e+06	2.03576
1.81638e+06	1.39479e+07	1.3926e+07	4.38344
1.31203e+06	3.89682e+07	3.86331e+07	22.0507
578105	2.18728e+06	2.18148e+06	1.12535
2.02491e+06	1.8259e+07	1.79338e+07	6.20759
1.346e+06	714425	714328	0.169369
1.45508e+06	1.44814e+07	1.44482e+07	4.79801
1.95206e+06	1.41156e+07	1.399e+07	4.52654
32518	114673	114597	0.058159
2.80211e+06	6.93013e+06	6.89839e+06	2.27927
479954	2.15234e+07	2.14574e+07	12.1297
4.40626e+06	9.67502e+07	9.59449e+07	33.6971
698714	3.26793e+07	3.20771e+07	17.8059
69042	2.30557e+06	2.3016e+06	1.23746
3.78332e+06	7.41263e+07	7.22453e+07	26.935
577528	1.15337e+07	1.14747e+07	6.26437
1.83917e+06	5.93264e+07	5.85932e+07	33.2619
751462	4.32241e+07	4.25326e+07	23.8239
1.36643e+06	1.12542e+07	1.11862e+07	3.77112
46610	60427.5	60426.1	0.065706
460401	3.65143e+07	3.62194e+07	20.9701
738236	4.04661e+06	4.04359e+06	1.15733
2.55561e+06	1.8196e+08	1.79736e+08	65.1952
673935	7.74644e+06	7.72978e+06	2.43075
455159	5.56759e+06	5.56363e+06	1.82554
36394	965719	965338	0.478833
30444	459795	459507	0.217248
85296	2.98418e+06	2.98235e+06	1.87615
2.97432e+06	5.54058e+07	5.47509e+07	20.5929
183611	5.93117e+06	5.90614e+06	3.20609
408901	1.92549e+06	1.92386e+06	0.987058
40511	693077	693034	0.382115
2931	9174.66	9173.22	0.010367
189829	4.79165e+06	4.7886e+06	2.65046
977368	1.81865e+07	1.80616e+07	6.35178
159135	9.6045e+06	9.59687e+06	2.82084
20440	408544	408506	0.341746
395367	1.20035e+06	1.19286e+06	0.354255
80182	6.1622e+06	6.15887e+06	3.75778
42374	445899	445662	0.274195
254048	1.04032e+07	1.01759e+07	5.54665
368886	2.42876e+06	2.41253e+06	1.20887
105408	9.787e+06	9.66459e+06	5.54089
674465	7.1607e+06	7.13857e+06	2.23251
764028	3.32271e+07	3.31525e+07	10.3225
1.73625e+06	6.92616e+07	6.84272e+07	39.5125
1.04123e+06	3.79704e+07	3.78161e+07	21.6111
676056	7.38993e+06	7.32171e+06	2.51181
2.54823e+06	7.28498e+07	7.12042e+07	25.4368
1.45908e+06	8.68709e+06	8.65981e+06	2.76721
38541	69839.6	69447.1	0.028146
1.11986e+06	335010	334940	0.174226
2.01911e+06	1.04372e+08	1.03137e+08	60.7684
3.8297e+06	1.83336e+08	1.80888e+08	65.586
463461	3.33051e+07	3.27272e+07	18.3882
85344	3.83497e+06	3.83018e+06	2.37414
4.55002e+06	7.03089e+07	6.95036e+07	24.6479
990159	5.45862e+07	5.43215e+07	18.8242
400678	7.77432e+06	7.76362e+06	2.37195
1.43282e+06	6.92529e+07	6.77259e+07	38.0306
2.01623e+06	3.25588e+07	3.23465e+07	18.4615
1.03883e+06	1.74012e+07	1.7094e+07	5.99143
90482	532846	531108	0.146973
392181	1.27608e+07	1.27506e+07	3.98578
198489	997792	997383	0.501251
2.64317e+06	1.25058e+08	1.23696e+08	71.928
1.33922e+06	1.2401e+08	1.23113e+08	74.3131
1.96712e+06	9.15946e+07	9.00252e+07	52.0611
804260	2.60035e+07	2.59133e+07	8.84558
1.05454e+06	3.36268e+07	3.3449e+07	18.8054
1.80809e+06	1.50098e+07	1.49378e+07	8.21867
68909	2.89049e+06	2.88985e+06	1.56338
1.75359e+06	1.58363e+07	1.57532e+07	5.35445
15338	145157	145145	0.095003
17832	7950.18	7950.12	0.00533
833467	171816	171814	0.046937
619412	2.30534e+06	2.29399e+06	0.673728
1.15027e+06	1.29596e+07	1.29494e+07	7.58582
35884	254103	253958	0.132751
1.49731e+06	2.57133e+07	2.54599e+07	14.4541
446349	1.2798e+07	1.27401e+07	7.14388
66042	478601	478580	0.286938
161270	2.55346e+06	2.55102e+06	0.838061
299014	3.42742e+06	3.42146e+06	1.10654
404928	2.2622e+06	2.26071e+06	1.11793
79891	1.6529e+06	1.64261e+06	0.960185
1.01882e+06	1.54811e+07	1.51447e+07	8.15929
65453	99058.3	98930.1	0.032602
531971	1.57201e+07	1.56967e+07	9.22449
370354	1.94177e+06	1.94094e+06	0.507886
68719	585856	585796	0.320564
2.65376e+06	6.32447e+07	6.25956e+07	21.9285
8.42623e+06	2.17208e+08	2.09539e+08	52.5432
71305	71943.6	71942.9	0.023363
15404	553213	552421	0.40816
6.23847e+06	4.9611e+07	4.86928e+07	17.9365
563851	340977	340929	0.07705
4776	67406.6	67405.9	0.084646
50926	3.50084e+06	3.49349e+06	2.00676
248604	1.53339e+07	1.53048e+07	8.98987
44643	801380	801235	0.481379
1.33057e+06	6.62343e+06	6.61582e+06	3.59996
179917	9.40204e+06	9.38674e+06	5.38814
1.43426e+06	1.69339e+07	1.68722e+07	5.38939
2.64772e+06	1.75898e+08	1.73407e+08	103.343
112771	8.6114e+06	8.56017e+06	4.99881
2.42909e+06	2.31453e+07	2.25397e+07	8.16057
1.14869e+06	1.30023e+06	1.30007e+06	0.307488
1.29163e+06	5.25686e+07	5.21618e+07	17.8124
2.35182e+06	3.37136e+07	3.31174e+07	11.7584
3.41042e+06	4.10722e+07	4.08123e+07	23.6004
4.10415e+06	4.45052e+07	4.42223e+07	15.1604
2.24912e+06	1.35953e+07	1.34509e+07	4.90205
152671	544942	544907	0.124705
86624	1.92079e+06	1.91899e+06	0.987964
832433	1.44849e+07	1.44414e+07	4.73836
61350	3.17589e+06	3.17218e+06	2.06962
1.11867e+06	1.77314e+07	1.75124e+07	5.99708
294363	1.41926e+07	1.41582e+07	7.88844
4.96592e+06	5.04217e+06	5.02614e+06	1.52564
2.35771e+06	1.15464e+08	1.11907e+08	63.5503
529600	9.61266e+06	9.58756e+06	5.32544
682659	4.15901e+06	4.15503e+06	1.26477
74117	1.50887e+06	1.50824e+06	0.374818
450763	1.30405e+07	1.30179e+07	4.23725
393144	2.90647e+07	2.89818e+07	17.4965
166514	8.63684e+06	8.6291e+06	4.76671
13446	675335	674787	0.784292
1.2473e+06	9.81973e+06	9.79272e+06	2.99839
1.7157e+06	7.81883e+07	7.78126e+07	46.6847
3.3535e+06	6.16472e+06	6.06613e+06	2.11113
75759	404492	404359	0.123053
900489	3.76825e+07	3.74508e+07	21.3516
3.35701e+06	2.89137e+07	2.86767e+07	10.2486
419140	3.13805e+06	3.1148e+06	1.58962
434046	2.8311e+07	2.82206e+07	16.5542
93805	732527	732285	0.211809
5.85984e+06	6.4685e+07	6.2639e+07	17.4258
18727	1.04131e+06	1.04009e+06	0.569166
1.80208e+06	1.2183e+07	1.2117e+07	3.9348
168913	4.23652e+06	4.17186e+06	2.10399
168741	2.37853e+06	2.3752e+06	0.682966
183556	2.3089e+06	2.3078e+06	1.2215
1.90899e+06	5.21192e+06	5.18104e+06	1.61371
5.70775e+06	5.79538e+07	5.69221e+07	20.7613
44507	424328	424307	0.171951
1.51577e+06	9.53773e+06	9.46823e+06	5.08881
260167	4.47242e+06	4.46806e+06	2.32282
559103	1.70369e+07	1.70124e+07	9.70808
129640	4.54486e+06	4.53147e+06	2.524
18477	433931	433889	0.255522
4.13535e+06	9.46852e+07	9.32941e+07	33.7959
8.02358e+06	5.15933e+08	5.00106e+08	151.959
1.00845e+06	7.51803e+07	7.47658e+07	43.7638
99690	1.80515e+06	1.79793e+06	0.93012
1.676e+06	8.07001e+06	8.06571e+06	4.53158
357849	1.46187e+07	1.45522e+07	7.87706
1.968e+06	6.22344e+07	6.15782e+07	22.1099
1.90303e+06	4.82181e+07	4.80482e+07	16.093
525573	6.32792e+06	6.25943e+06	3.14788
1.53525e+06	1.13011e+07	1.12934e+07	3.2362
1.51395e+06	3.35199e+07	3.32262e+07	18.851
500878	2.86455e+06	2.86107e+06	0.798804
2.33682e+06	2.49032e+07	2.4467e+07	8.73828
26965	1.34427e+06	1.34253e+06	0.664236
989530	2.61973e+07	2.60647e+07	14.907
802095	708898	708684	0.166032
202282	9.78913e+06	9.7662e+06	5.43551
29407	1.04252e+06	1.04224e+06	0.545152
1.60096e+06	1.02615e+08	1.0174e+08	37.4689
1.09768e+06	4.3032e+06	4.30084e+06	1.25098
434862	6.89184e+06	6.88453e+06	2.11951
497855	649859	644187	0.197448
1.96438e+06	1.31597e+06	1.31515e+06	0.628929
15749	319482	319338	0.184339
637867	6.67373e+06	6.66591e+06	2.02326
402895	1.99274e+06	1.99128e+06	0.989759
81174	1.53495e+06	1.53449e+06	0.770174
1367	18045.5	18045.5	0.073564
3.37674e+06	6.42754e+07	6.35094e+07	22.214
65686	1.28118e+06	1.2807e+06	0.821124
907052	2.26058e+07	2.23187e+07	12.3484
186184	7.67098e+06	7.666e+06	2.29231
211523	163833	162880	0.051669
2.57992e+06	3.55615e+07	3.53513e+07	11.9829
2.70883e+06	2.69163e+06	2.69102e+06	1.44023
3.03025e+06	1.25859e+08	1.2359e+08	45.0576
666289	8.09988e+06	8.07687e+06	2.62775
4145	237296	237288	0.240813
3.45113e+06	1.2875e+08	1.27493e+08	46.6525
1.00366e+06	2.45243e+07	2.44576e+07	8.24713
2.47229e+06	2.77398e+07	2.73561e+07	10.3794
2.00188e+06	4.27399e+06	4.19994e+06	1.3859
2.13804e+06	4.64295e+07	4.61714e+07	26.7719
218481	1.12454e+07	1.11516e+07	6.61239
1.68377e+06	1.33739e+08	1.31203e+08	76.5711
469672	1.8343e+07	1.83091e+07	5.6681
666204	8.90878e+06	8.78798e+06	4.66601
355222	1.65506e+07	1.63847e+07	9.17645
802494	1.68118e+06	1.67785e+06	0.455314
708285	9.12307e+06	9.07859e+06	4.98956
32947	1.35368e+06	1.35338e+06	0.759334
2.49145e+06	1.19592e+07	1.18002e+07	4.28515
43273	1.0003e+06	999985	0.574935
1.02071e+06	2.29869e+07	2.27939e+07	12.6574
34964	285916	285362	0.181177
2.17739e+06	9.70049e+06	9.66876e+06	2.9778
1.16889e+06	1.3664e+06	1.36409e+06	0.376989
781568	1.97033e+07	1.95633e+07	11.0802
867077	1.42513e+07	1.42094e+07	7.85344
1.11179e+06	414212	414027	0.099446
2.24165e+06	3.22917e+07	3.18123e+07	11.1251
95880	696081	695479	0.336203
2.89596e+06	1.1462e+08	1.13222e+08	68.5256
2.27814e+06	4.46614e+07	4.38623e+07	15.6293
259192	1.56507e+06	1.56457e+06	0.457096
5.3742e+06	3.77883e+07	3.68571e+07	13.6634
774952	2.4098e+06	2.4081e+06	0.718599
5.40716e+06	1.89976e+08	1.87627e+08	117.948
537669	5.80044e+06	5.79742e+06	3.23453
132769	1.14871e+07	1.14677e+07	6.38807
281851	1.55443e+07	1.55136e+07	9.38136
1.20207e+06	1.3915e+07	1.3876e+07	7.79598
237257	3.39252e+06	3.38969e+06	1.88111
4.66841e+06	8.24552e+07	8.04337e+07	29.2848
42773	164824	164809	0.136908
4.04313e+06	1.80582e+08	1.77585e+08	66.658
2.04249e+06	1.03589e+07	1.03154e+07	3.43312
201399	1.12147e+07	1.11625e+07	6.2748
1524	95197.9	95186.2	0.108924
27181	1.31656e+06	1.31487e+06	1.00601
1.59418e+06	6.35649e+07	6.24994e+07	22.1978
856	7376.87	7376.83	0.012914
1.37155e+06	5.19213e+06	5.15716e+06	1.60611
1.21757e+06	2.21216e+07	2.20509e+07	7.2631
263667	1.42387e+07	1.42145e+07	4.44639
1.67169e+06	1.33746e+07	1.33153e+07	4.42628
2.01064e+06	2.55252e+07	2.54332e+07	14.5848
1.55604e+06	2.94162e+07	2.91303e+07	16.6077
477488	4.89329e+06	4.87223e+06	1.52726
58457	1.28487e+06	1.27649e+06	0.650068
1.2468e+06	1.99807e+07	1.98212e+07	10.97
57785	4.53518e+06	4.53013e+06	2.79011
797919	5.52891e+07	5.49043e+07	31.8991
241806	8.71332e+06	8.67422e+06	5.0633
1.39524e+06	5.95005e+06	5.94039e+06	3.12504
493846	5.31275e+06	5.31029e+06	1.68699
418130	506392	506198	0.125998
47975	345202	345126	0.084937
2.11871e+06	8.2749e+07	8.21279e+07	49.0027
1.35982e+06	3.18679e+07	3.16515e+07	17.8135
2.80695e+06	2.46637e+07	2.44285e+07	8.2132
3.06743e+06	8.10911e+06	8.08279e+06	2.52984
173092	1.26786e+07	1.26581e+07	7.2654
1.3309e+06	5.48687e+07	5.44126e+07	31.3318
269245	1.02435e+07	1.02165e+07	5.40097
372497	2.16221e+06	2.15413e+06	1.08494
2.58423e+06	1.03287e+08	1.01595e+08	59.6282
1.04186e+06	3.03942e+07	3.03336e+07	18.0872
1.87849e+06	1.92741e+06	1.91987e+06	0.546194
1.06126e+06	3.13529e+07	3.11287e+07	17.6879
70143	112554	112547	0.04223
287645	1.0048e+07	1.00126e+07	3.0638
323403	8.44232e+06	8.32323e+06	4.54231
3.39978e+06	1.03295e+07	1.01359e+07	3.55782
4.89388e+06	9.41643e+06	9.41058e+06	5.23499
839861	2.06578e+06	2.06311e+06	0.565052
3954	61242.1	61228.1	0.057751
156016	813071	812859	0.212856
1.36415e+06	255407	255084	0.066889
137867	2.59112e+06	2.54958e+06	1.32122
1.18513e+06	4.58105e+06	4.57841e+06	1.32555
2.04531e+06	2.30145e+07	2.2847e+07	8.00007
1.02959e+06	8.10977e+06	8.10159e+06	2.58454
613637	4.16718e+07	4.13261e+07	23.5165
335799	6.06033e+06	6.05782e+06	3.48799
66803	316292	316197	0.095694
898449	3.10508e+07	3.08013e+07	17.2846
2.63692e+06	1.57287e+07	1.56653e+07	5.14217
728669	1.09499e+07	1.09331e+07	3.65605
51222	1.19438e+06	1.19396e+06	0.300161
912064	5.01597e+07	4.97945e+07	16.8124
82212	5.20828e+06	5.15598e+06	3.0651
2.84332e+06	1.54247e+08	1.51855e+08	53.7159
449675	2.82474e+06	2.82406e+06	0.80534
1.62812e+06	6.00411e+07	5.93436e+07	20.659
50894	223843	223826	0.172892
1.7051e+06	5.75562e+07	5.65674e+07	32.0822
72020	860094	859689	0.459382
757660	1.04779e+07	1.04475e+07	5.78777
1.81762e+06	4.80068e+07	4.76717e+07	16.4079
297592	7.29503e+06	7.28145e+06	2.09111
39633	78687.3	78682.7	0.062048
2.19063e+06	6.47734e+07	6.44412e+07	22.9901
1.16292e+06	1.02414e+08	1.00022e+08	59.468
70848	1.79481e+06	1.78274e+06	0.922115
1.27539e+06	1.15624e+07	1.14911e+07	3.89739
34138	756754	756662	0.183924
3.6049e+06	3.073e+08	2.97823e+08	185.703
1.18966e+06	1.2522e+07	1.2489e+07	4.22333
2.03726e+06	2.40756e+07	2.40089e+07	8.26644
262320	2.44626e+07	2.43868e+07	15.1675
3.3675e+06	2.26247e+07	2.25297e+07	12.7504
1.5127e+06	8.71868e+07	8.64615e+07	31.1012
1.51567e+06	3.1861e+07	3.16829e+07	10.7858
2.03258e+06	9.1141e+07	9.04705e+07	55.8127
57406	792798	792106	0.335827
776322	2.3538e+07	2.33921e+07	13.3328
51287	1.35836e+06	1.35588e+06	0.661785
47806	83770.6	83748.9	0.06386
467972	1.54543e+07	1.54277e+07	8.80402
1184	63470.2	63469.2	0.090353
238745	1.41476e+07	1.41154e+07	7.91801
1.20631e+06	3.39371e+07	3.37228e+07	12.001
5.5662e+06	8.282e+06	8.18494e+06	2.753
1.36838e+06	5.09321e+06	5.08609e+06	1.47384
473898	1.08989e+07	1.08166e+07	5.97998
42837	3.16802e+06	3.13146e+06	1.73722
2.5708e+06	7.55306e+07	7.48906e+07	26.8963
1.69915e+06	1.22701e+08	1.21756e+08	44.9612
171615	3.4918e+06	3.48959e+06	1.01446
842956	4.54958e+07	4.43726e+07	25.7342
16955	1.03537e+06	1.03318e+06	0.548407
2.18094e+06	329931	329701	0.089648
52231	2.71367e+06	2.71261e+06	1.11288
1.10918e+06	1.9569e+07	1.94456e+07	6.65291
1.10466e+06	5.09666e+07	4.98597e+07	30.0071
1.10096e+06	4.84506e+06	4.783e+06	1.53281
173988	80915.3	80908.8	0.050468
3.33641e+06	7.09143e+07	7.01414e+07	24.8386
868881	4.34604e+07	4.33078e+07	27.0716
2.68478e+06	1.32434e+08	1.30625e+08	47.4465
23086	1.10666e+06	1.10569e+06	0.560804
940040	2.11853e+07	2.10266e+07	12.5107
4.97266e+06	2.21564e+08	2.16946e+08	82.5395
132551	1.42648e+06	1.42602e+06	0.751204
153933	4.66966e+06	4.66151e+06	2.49558
54155	407735	407494	0.142996
5.74968e+06	9.87698e+07	9.63174e+07	34.887
1.27397e+06	2.17295e+07	2.14373e+07	7.45061
27573	1.50558e+06	1.50492e+06	0.875444
46497	2.60103e+06	2.59966e+06	1.37047
212215	5.08457e+06	5.07935e+06	2.94772
236546	5.03393e+06	5.01653e+06	2.81176
393810	8.69357e+06	8.68727e+06	2.76213
894094	1.32746e+07	1.32305e+07	7.82791
118138	127089	127076	0.02885
271778	1.08877e+07	1.08715e+07	6.42478
673325	2.53413e+07	2.5213e+07	8.41109
16358	357417	357363	0.227244
694978	2.58192e+07	2.56758e+07	8.66315
5.30818e+06	1.11854e+08	1.09654e+08	42.6185
381786	4.9607e+06	4.94806e+06	1.61705
6.28926e+06	4.05242e+08	3.95104e+08	270.595
246845	944430	943125	0.487294
550803	4.87612e+06	4.86633e+06	2.73178
191451	1.15721e+07	1.15495e+07	7.48142
491334	4.50743e+07	4.49181e+07	27.4023
108850	3.30676e+06	3.30524e+06	1.87304
208177	619289	619135	0.331855
2.11257e+06	4.14684e+07	4.07513e+07	15.1364
86132	7.69538e+06	7.68975e+06	4.50609
2.29965e+06	7.3289e+07	7.2592e+07	44.1244
1.20089e+06	6.78271e+07	6.75078e+07	23.274
182885	1.16017e+07	1.15635e+07	6.74337
241252	7.63093e+06	7.62226e+06	4.52635
1.04456e+06	6.89547e+07	6.8152e+07	40.8967
309757	7.84673e+06	7.84282e+06	2.21157
164028	87023.6	86836.9	0.023093
371955	7.63581e+06	7.60256e+06	4.35551
2.58847e+06	2.4644e+06	2.45439e+06	0.728768
2.33774e+06	6.45614e+07	6.42006e+07	22.5222
149445	3.45371e+06	3.45252e+06	1.17789
5.44945e+06	1.17796e+07	1.17652e+07	3.6757
402422	2.72639e+07	2.7105e+07	16.8686
2.80066e+06	6.64343e+07	6.53641e+07	23.9833
1.30006e+06	4.1639e+07	4.09158e+07	24.0925
45739	1.20816e+06	1.20738e+06	0.599784
1.19109e+06	6.15941e+07	6.09043e+07	36.6371
529166	4.45635e+06	4.43e+06	2.37579
667672	1.43687e+07	1.41859e+07	7.99329
14117	365153	365145	0.16098
14816	265211	264481	0.154484
1.08694e+06	7.69727e+06	7.68026e+06	2.34929
1.32576e+06	1.22136e+07	1.21096e+07	4.16972
391368	905269	903169	0.26094
309883	2.37458e+06	2.3724e+06	1.22933
148795	1.49647e+06	1.49605e+06	0.385284
5621	314527	314515	0.234906
3128	130718	130662	0.115289
818063	1.33518e+07	1.3334e+07	4.21481
684240	2.84368e+06	2.84263e+06	0.757003
234879	27807.7	27805	0.006985
142404	5.38622e+06	5.38408e+06	3.33737
691715	3.39074e+07	3.36642e+07	20.4243
1.40355e+06	2.32076e+06	2.31967e+06	0.622132
951779	1.49228e+07	1.48287e+07	5.05124
396128	2.61867e+06	2.61767e+06	0.680731
721306	1.60548e+07	1.6036e+07	5.12742
523030	872850	870742	0.264684
3.1077e+06	8.56733e+07	8.42974e+07	50.6009
228165	3.83621e+06	3.82773e+06	1.10485
3.12356e+06	5.66383e+07	5.63978e+07	19.359
1.05131e+06	1.68678e+07	1.68021e+07	6.02289
49091	101755	101720	0.02667
3.2632e+06	9.40838e+06	9.35669e+06	3.12909
277763	1.96142e+07	1.9592e+07	12.4214
770703	3.356e+07	3.34004e+07	19.8226
38376	2.08281e+06	2.07687e+06	1.10727
1.49863e+06	7.14975e+07	6.98825e+07	41.5838
4.57299e+06	1.77742e+08	1.72129e+08	53.6096
1.66543e+06	6.44563e+07	6.41033e+07	39.857
3.75602e+06	2.02876e+07	1.98676e+07	7.55644
1.62581e+06	1.09614e+08	1.08693e+08	39.2277
34652	54155	54149.6	0.039732
736610	4.94892e+06	4.8957e+06	1.52569
218114	1.81688e+06	1.81581e+06	0.501102
71993	782147	781705	0.290318
363057	3.20884e+06	3.20813e+06	1.83151
4416	210586	210566	0.232048
3.08662e+06	3.86613e+07	3.84542e+07	13.1045
780031	3.3306e+07	3.31685e+07	19.9648
113523	1.73613e+06	1.73496e+06	0.999526
2.38688e+06	8.90232e+07	8.77385e+07	52.6063
664999	6.54258e+06	6.51747e+06	2.00648
1.59947e+06	2.28229e+07	2.27798e+07	7.87854
20950	173469	173142	0.09859
570810	2.05774e+07	2.05497e+07	6.50024
880747	4.47492e+07	4.45086e+07	15.7393
1.97552e+06	2.35596e+07	2.34359e+07	7.69302
515730	621250	621228	0.340679
693031	5.72299e+07	5.68216e+07	34.6704
395656	1.06606e+07	1.05954e+07	3.6885
869213	1.87007e+06	1.86014e+06	0.559338
68542	6.38778e+06	6.37576e+06	3.63116
308695	1.83065e+07	1.81226e+07	10.9078
16747	1.27108e+06	1.26954e+06	0.783913
1.48721e+06	6.2309e+07	6.14302e+07	36.1091
160495	202014	200628	0.055533
1.74237e+06	236589	236465	0.062715
2.66807e+06	5.38077e+06	5.37193e+06	2.93256
334238	3.90461e+06	3.89916e+06	1.12246
2.56901e+06	1.9048e+07	1.88335e+07	6.6287
1.55136e+06	5.87909e+07	5.84116e+07	35.5474
585982	1.01196e+06	1.01151e+06	0.241889
2.27681e+06	6.70101e+07	6.5946e+07	38.8131
268769	1.40447e+07	1.38118e+07	8.22487
18127	1.25874e+06	1.25854e+06	0.688898
394607	275587	275446	0.072359
912571	8.9325e+07	8.88491e+07	55.6009
1.63695e+06	5.10785e+07	5.04958e+07	30.2193
173807	9.30271e+06	9.25603e+06	5.64466
130419	7.29661e+06	7.10955e+06	4.02596
519418	6.93501e+06	6.92731e+06	4.10353
163394	4.93724e+06	4.93312e+06	2.97562
611201	5.78746e+06	5.72988e+06	3.16028
1.23756e+06	6.63313e+06	6.62796e+06	2.02744
441026	2.4612e+07	2.45116e+07	14.4334
3.43923e+06	9.49123e+07	9.29568e+07	35.6373
1.34953e+06	4.62926e+07	4.56036e+07	16.3459
100525	938396	935057	0.570973
1.86928e+06	6.95726e+06	6.95239e+06	1.99276
23913	30886.1	30749	0.019138
107059	3.98529e+06	3.98381e+06	1.16234
815438	2.45094e+07	2.41965e+07	13.9302
85669	1.87795e+06	1.87732e+06	0.489703
370251	2.15561e+07	2.13725e+07	12.6254
897367	1.78929e+06	1.78688e+06	0.520562
251990	8.37723e+06	8.36976e+06	4.81279
689115	784545	784366	0.388981
161954	1.62998e+06	1.62929e+06	0.874713
1.90382e+06	1.52792e+07	1.52191e+07	5.1361
1412	638.261	638.261	0.053183
4.72634e+06	2.57051e+08	2.53092e+08	164.601
856425	2.98011e+06	2.9722e+06	0.839911
945133	1.99894e+07	1.96338e+07	11.273
298986	7.97742e+06	7.97091e+06	4.61518
2.7306e+06	8.70455e+07	8.60292e+07	31.5172
176553	2.33298e+06	2.33177e+06	1.28473
206327	50849.7	50843	0.012398
3.78368e+06	3.43681e+06	3.42174e+06	1.10826
1.22423e+06	7.46044e+07	7.41087e+07	45.2977
1.64811e+06	5.20756e+07	5.08352e+07	29.569
70737	1.38403e+06	1.38183e+06	0.734554
4.82388e+06	3.27142e+07	3.19675e+07	12.0252
462571	4.53439e+06	4.52831e+06	1.47582
2.04429e+06	1.85512e+07	1.81069e+07	6.41008
82353	6.06729e+06	6.03296e+06	3.27606
463426	1.17648e+07	1.17399e+07	4.23271
2.82506e+06	1.35107e+08	1.30769e+08	79.2682
475836	2.31634e+07	2.30821e+07	13.7265
364450	4.75462e+06	4.74847e+06	2.66399
592608	1.43555e+07	1.43257e+07	8.41493
23637	793676	793513	0.515009
2.22962e+06	6.50696e+07	6.41543e+07	23.4507
258271	610495	608952	0.172486
256044	857017	855981	0.430119
2.47075e+06	1.34199e+08	1.32697e+08	84.3411
273732	6.33415e+06	6.33029e+06	3.80029
954141	6.60926e+06	6.53002e+06	2.17136
22378	253750	253346	0.233528
5.72913e+06	708934	707961	0.2014
729534	2.31973e+07	2.31312e+07	7.91886
526294	1.50688e+07	1.49962e+07	8.80904
2.14706e+06	5.47177e+07	5.39303e+07	19.313
4.13e+06	6.64087e+07	6.58924e+07	39.6324
346880	1.35376e+07	1.34321e+07	7.93984
1.59957e+06	1.97433e+06	1.97346e+06	1.04652
3.12459e+06	1.29406e+08	1.26977e+08	47.578
3.56039e+06	1.37339e+07	1.34941e+07	4.70524
705932	3.68948e+06	3.66111e+06	1.88628
401382	4.46276e+06	4.46019e+06	1.24229
118299	4.3039e+06	4.29572e+06	2.3786
3.38363e+06	7.86486e+07	7.77355e+07	28.5997
272006	2.13263e+06	2.12967e+06	0.636947
794790	1.66388e+06	1.66183e+06	0.458771
830560	1.29974e+07	1.2986e+07	8.14563
175186	2.62687e+06	2.62635e+06	1.51888
2.97681e+06	327673	327611	0.080252
574810	2.58602e+07	2.57078e+07	15.5306
56140	297522	296704	0.156947
988521	1.45996e+07	1.453e+07	8.46765
237465	4.15635e+06	4.15061e+06	2.38393
241405	9.97501e+06	9.96596e+06	5.93919
438422	2.89872e+07	2.89124e+07	9.95725
23752	446656	446307	0.249773
743674	1.03803e+07	1.01834e+07	3.51069
1.12889e+06	1.28633e+07	1.27809e+07	4.51037
8465	138777	138765	0.121512
2.38743e+06	602360	601069	0.179664
727949	1.39782e+07	1.38486e+07	7.86532
3.24395e+06	2.09901e+08	2.06511e+08	78.8668
991105	1.362e+06	1.35983e+06	0.399662
4.12559e+06	2.92712e+07	2.91057e+07	10.1236
4.78207e+06	2.58943e+08	2.48909e+08	61.3138
1.57767e+06	2.56755e+07	2.55644e+07	8.73315
3896	15631	15630.8	0.010568
128835	6.73247e+06	6.72927e+06	4.01164
769276	1.38824e+07	1.38552e+07	4.70328
3.53937e+06	6.25403e+07	6.15656e+07	22.9741
2.56015e+06	8.77535e+06	8.71811e+06	2.92392
3100	49403.2	49388.2	0.043939
2.2761e+06	5.81646e+07	5.76944e+07	20.3639
4.16438e+06	1.8582e+07	1.84278e+07	6.56351
566169	3.54267e+06	3.53946e+06	1.18386
117863	3.90031e+06	3.89626e+06	2.08701
