A	B	C	TIME
82719	4.64357e+06	4.6406e+06	2.55139
39547	605913	605807	0.216833
13024	425500	425339	0.211758
774168	3.53516e+07	3.51511e+07	19.9963
25335	292600	292521	0.155533
4.80141e+06	6.4664e+07	6.32388e+07	23.4776
1.16282e+06	4.20661e+07	4.18591e+07	24.162
2.37248e+06	3.51377e+07	3.50598e+07	20.5673
2.07166e+06	1.23701e+06	1.22713e+06	0.374655
97779	711284	710960	0.392459
3.29664e+06	1.01851e+08	1.00479e+08	36.5443
487044	707357	706785	0.183198
2.98465e+06	1.18971e+08	1.18226e+08	71.0843
293960	2.22736e+07	2.22042e+07	12.685
299236	2.34766e+07	2.34465e+07	14.328
136555	1.45325e+06	1.45308e+06	0.82004
182606	6.65755e+06	6.5357e+06	3.49801
57080	957606	955936	0.616431
1.3758e+06	1.09465e+07	1.093e+07	3.37914
1.06299e+06	5.56265e+06	5.55927e+06	3.0618
3.47636e+06	2.37431e+08	2.32463e+08	140.23
911522	1.53741e+07	1.52996e+07	8.62596
2.7999e+06	2.92923e+07	2.91473e+07	9.73515
1.1916e+06	3.64116e+07	3.57382e+07	19.8719
5.88951e+06	9.65925e+07	9.57057e+07	32.9432
1.97259e+06	1.82692e+07	1.79468e+07	6.22126
520797	2.21892e+07	2.21037e+07	13.1375
8888	20003.4	19974.1	0.010879
19597	9784.53	9784.39	0.037775
387250	8.76312e+06	8.71652e+06	4.81978
23677	1.17463e+06	1.16862e+06	0.903652
210537	351717	351709	0.249262
3.62944e+06	2.42651e+08	2.39052e+08	89.1139
3.18582e+06	5.20863e+06	5.20321e+06	1.49154
21491	189832	189826	0.048226
677634	3.15389e+06	3.15196e+06	0.908866
1.29641e+06	5.61376e+07	5.57932e+07	19.1361
686704	1.21251e+07	1.21123e+07	6.93562
54115	523875	523118	0.251053
1.04583e+06	380145	380072	0.086724
306444	7.10323e+06	7.09533e+06	3.91949
598011	3.72199e+07	3.7047e+07	21.8317
312443	3.74959e+06	3.71583e+06	1.17137
688424	934424	933000	0.264429
1.03752e+06	2.67851e+07	2.66545e+07	15.0177
2.92135e+06	9.46292e+07	9.16737e+07	51.747
162334	6.33594e+06	6.30187e+06	3.63578
950128	4.37813e+07	4.35316e+07	15.0339
604612	4.65605e+07	4.55525e+07	25.3197
3.7135e+06	1.55268e+07	1.53968e+07	5.16045
1.76745e+06	2.63486e+07	2.58802e+07	14.4008
2.80445e+06	4.67751e+07	4.63654e+07	15.9169
825736	1.45772e+07	1.45089e+07	4.68185
5.1246e+06	7.51673e+07	7.3979e+07	26.3911
1.13475e+06	9.60078e+06	9.52267e+06	3.11265
123506	99838.4	99833.6	0.076388
224652	677232	677183	0.183397
71848	616391	616318	0.149337
4.84237e+06	1.39576e+08	1.37189e+08	50.1946
216478	1.19239e+07	1.1877e+07	6.70559
975050	6.93428e+07	6.83692e+07	38.958
860672	1.43738e+07	1.43511e+07	4.61022
193560	4.89261e+06	4.87848e+06	1.75214
1.18653e+06	6.50267e+06	6.49734e+06	3.62297
717571	5.98477e+07	5.91696e+07	33.8632
1.28442e+06	5.35165e+07	5.27123e+07	29.4343
2.38712e+06	3.53289e+07	3.52193e+07	20.4193
249410	1.5402e+07	1.53612e+07	8.50423
94517	1.32372e+06	1.31862e+06	0.649412
359152	2.82342e+06	2.80218e+06	1.04195
518555	13197.9	13197.9	0.036673
2.33028e+06	1.42939e+08	1.40601e+08	50.4284
216502	1.39059e+07	1.38843e+07	7.96314
1.69136e+06	1.85988e+07	1.83963e+07	6.39305
1.30655e+06	1.7084e+07	1.70284e+07	9.65132
201455	914037	912356	0.251961
662863	1.20754e+07	1.19887e+07	3.91796
906447	6.50596e+07	6.4679e+07	37.929
1.05603e+06	6.56225e+06	6.55695e+06	1.9954
618280	758058	757864	0.208988
20192	196072	194765	0.169489
1.89922e+06	1.14362e+07	1.13326e+07	3.91105
299164	2.68038e+06	2.67972e+06	0.710235
317249	2.63746e+07	2.61156e+07	15.1799
353814	1.18334e+06	1.17046e+06	0.353877
103935	353847	353739	0.095616
2.06195e+06	2.45744e+06	2.45639e+06	1.28786
674032	3.63041e+07	3.55457e+07	19.5834
4.99147e+06	8.3789e+07	8.28263e+07	29.4597
815446	2.55248e+07	2.53928e+07	14.226
1.81037e+06	4.22573e+07	4.11974e+07	14.8311
6.72163e+06	3.42762e+08	3.35293e+08	123.208
3.92213e+06	2.74452e+08	2.67876e+08	159.901
2.54534e+06	1.24e+07	1.22483e+07	4.26811
60612	323088	323027	0.233315
2.63693e+06	1.46529e+08	1.42496e+08	81.9625
519811	3.69224e+07	3.68048e+07	20.9827
523051	1.09249e+07	1.09068e+07	6.2315
170036	1.40016e+06	1.39992e+06	0.379069
194992	1.30146e+06	1.30108e+06	0.376167
1.71354e+06	4.56412e+07	4.54648e+07	15.2692
3.4498e+06	1.95866e+07	1.94962e+07	6.55977
1.36204e+06	2.42428e+07	2.41478e+07	8.3436
796053	2.16759e+07	2.1533e+07	7.1935
122647	2.91425e+06	2.9125e+06	0.807281
2.48029e+06	1.92051e+08	1.88963e+08	114.049
5.04938e+06	1.6659e+08	1.64072e+08	61.3344
594367	3.73983e+07	3.71972e+07	21.1159
415175	3.60916e+06	3.56879e+06	1.82138
2.5609e+06	3.92042e+07	3.89176e+07	13.2575
89285	1.3603e+06	1.35423e+06	0.636765
695797	2.20112e+06	2.19326e+06	0.689422
468309	2.04008e+06	2.03467e+06	0.953225
121621	874678	874127	0.249015
1.98643e+06	2.43795e+07	2.42164e+07	13.5696
1.38918e+06	4.45738e+07	4.41614e+07	15.618
3.37542e+06	1.49325e+07	1.48016e+07	5.12937
110974	1.21776e+06	1.21209e+06	0.675038
246954	1.17044e+06	1.17006e+06	0.302192
334296	1.85238e+06	1.85188e+06	0.467911
24340	9921.93	9921.91	0.010705
4.23342e+06	5.93585e+07	5.91061e+07	34.8989
131556	509694	509638	0.165883
178514	1.90396e+06	1.90078e+06	0.921115
7.48678e+06	4.8311e+07	4.72743e+07	17.4977
5.37983e+06	1.60509e+08	1.56363e+08	57.5829
655783	1.46225e+07	1.45661e+07	4.67591
70963	471502	471464	0.117996
2.12936e+06	8.77888e+07	8.6889e+07	31.0634
694482	3.59447e+06	3.58946e+06	1.04303
2.27266e+06	3.46378e+07	3.44907e+07	11.6278
917670	1.13111e+07	1.10086e+07	5.91982
627939	1.70152e+07	1.69715e+07	9.49041
1.44886e+06	3.2266e+06	3.19461e+06	0.99011
2.51459e+06	2.62258e+06	2.61824e+06	0.751239
653334	3.17934e+07	3.15886e+07	18.2278
515451	1.86902e+06	1.83774e+06	0.567829
1.32192e+06	4.51391e+07	4.46177e+07	25.2312
6.32864e+06	1.09301e+08	1.07644e+08	39.5743
2.55967e+06	1.7783e+08	1.76082e+08	65.1828
2.77685e+06	6.43104e+07	6.35259e+07	22.6375
2.9772e+06	1.64481e+08	1.61699e+08	96.1919
668796	3.75742e+06	3.73918e+06	1.12448
1.55099e+06	5.0802e+06	5.04915e+06	1.6737
6.53079e+06	1.00621e+08	9.67457e+07	22.3544
1.97718e+06	1.78608e+07	1.76718e+07	6.07771
4.20017e+06	9.16839e+07	9.06269e+07	32.4929
669763	2.27952e+07	2.27062e+07	7.66492
953572	1.07732e+07	1.07179e+07	3.48892
1.06665e+06	7.76497e+07	7.69905e+07	46.0332
1.65391e+06	4.48399e+07	4.45919e+07	15.5024
476483	2.46104e+07	2.45556e+07	14.4707
728630	9.87034e+06	9.73082e+06	3.1485
1.96974e+06	5.78231e+07	5.72304e+07	20.2393
1.35515e+06	2.53438e+07	2.51274e+07	8.78435
448622	4.34983e+06	4.34752e+06	1.33539
1.9642e+06	5.38998e+06	5.3857e+06	1.5346
601596	989595	987628	0.272715
797709	4.35258e+07	4.3231e+07	25.4868
17046	74410.7	74409.1	0.024981
1.64659e+06	3.81763e+07	3.69386e+07	12.7131
126385	809075	808830	0.426284
2.59803e+06	8.69509e+07	8.6034e+07	31.8608
471617	1.6381e+06	1.63574e+06	0.460759
1.15531e+06	1.51451e+07	1.48905e+07	8.0291
100198	3.2672e+06	3.2648e+06	1.72937
3.51428e+06	4.03799e+07	3.96163e+07	14.9166
29047	1.46613e+06	1.45449e+06	0.867349
430753	3.18857e+06	3.1773e+06	1.61481
5.5909e+06	1.60449e+08	1.58099e+08	92.5076
640528	1.35938e+07	1.35747e+07	4.27651
799465	2.56501e+07	2.55268e+07	8.53312
225937	1.15268e+06	1.15184e+06	0.334009
429684	1.73195e+07	1.72898e+07	5.33435
4.52996e+06	5.71398e+07	5.68966e+07	19.0097
85559	2.28584e+06	2.28548e+06	0.697675
368044	1.62196e+07	1.61998e+07	9.4744
1.21192e+06	1.13997e+07	1.13253e+07	3.95283
1.62615e+06	1.07432e+08	1.04398e+08	58.4938
1.51754e+06	3.81244e+07	3.7865e+07	21.5821
145064	1.30902e+06	1.30835e+06	0.371684
4.73477e+06	4.94781e+07	4.92381e+07	16.9432
199744	1.20366e+06	1.20315e+06	0.357933
297921	578570	578461	0.320077
732122	1.94222e+06	1.92654e+06	0.600228
576247	1.51508e+07	1.5076e+07	8.31161
353690	4.46049e+06	4.45295e+06	2.35584
4.71517e+06	1.24641e+08	1.22898e+08	44.6583
942725	2.32854e+06	2.31814e+06	0.693967
1.45368e+06	9.93981e+06	9.82477e+06	3.26432
92604	2.04016e+06	2.03596e+06	0.99264
241928	6.32517e+06	6.31492e+06	3.25359
348438	5.14404e+06	5.14025e+06	1.53145
607812	2.47695e+06	2.47385e+06	0.687807
796170	2.61747e+07	2.61258e+07	15.3467
1.85826e+06	5.3121e+07	5.28745e+07	30.7911
6.68901e+06	3.78447e+06	3.78273e+06	0.992397
698936	552220	550760	0.155288
1.49508e+06	1.25057e+07	1.24963e+07	7.19689
864885	5.51529e+07	5.47009e+07	31.6142
3.17899e+06	821275	816531	0.239526
351791	1.06085e+07	1.05785e+07	6.02102
84733	511156	510988	0.313524
338456	3.91839e+06	3.90686e+06	1.27971
416015	394182	394092	0.10725
1.60841e+06	717553	717373	0.168094
4.76566e+06	1.64031e+08	1.6172e+08	97.1711
1.30622e+06	2.89743e+07	2.88318e+07	10.1471
2.51138e+06	1.25173e+07	1.22121e+07	4.34194
411623	1.6171e+07	1.61304e+07	9.03065
2.23084e+06	1.29258e+08	1.27648e+08	46.2321
1.12754e+06	5.80585e+07	5.77252e+07	33.028
71229	2.39732e+06	2.39486e+06	1.32086
4.52899e+06	5.08259e+07	5.02902e+07	18.4852
2.2e+06	9.77605e+07	9.62896e+07	56.2941
1.01983e+06	1.62706e+07	1.62382e+07	5.25952
1.45093e+06	4.4692e+07	4.45455e+07	15.3307
4.06252e+06	6.85733e+06	6.83792e+06	2.09301
244952	5.32454e+06	5.31426e+06	3.04216
570046	1.52247e+07	1.51464e+07	8.51637
727454	2.82717e+07	2.81523e+07	9.25654
3611	63299.7	63298.7	0.120629
971713	3.56884e+07	3.52266e+07	19.3898
953494	8.82236e+07	8.70862e+07	50.6333
1.10874e+06	9.83818e+06	9.83071e+06	5.63438
764748	6.93917e+07	6.87719e+07	39.4425
203860	3.09627e+06	3.09248e+06	0.961495
73761	1.75325e+06	1.74989e+06	0.975231
1.89447e+06	4.70162e+07	4.66974e+07	26.7461
59570	381127	381010	0.101145
908029	1.56832e+07	1.55936e+07	5.2412
185521	1.12063e+07	1.11872e+07	6.28163
2.35363e+06	1.27822e+08	1.26026e+08	74.1113
56334	949551	949039	0.30114
922038	2.51626e+07	2.48213e+07	8.73219
273026	1.70045e+07	1.69487e+07	9.55732
2.15385e+06	2.79349e+07	2.77114e+07	10.0164
212360	2.18896e+06	2.18602e+06	1.14724
18772	1.41043e+06	1.41001e+06	0.776792
532218	3.16416e+07	3.14318e+07	17.7989
52830	601656	598556	0.363282
35007	1.18669e+06	1.18586e+06	0.615935
3.87908e+06	1.28311e+08	1.26357e+08	46.3847
178167	9.58365e+06	9.57586e+06	3.06344
45104	1.31704e+06	1.31561e+06	0.64766
65014	1.08217e+06	1.0804e+06	0.514566
220554	5.73074e+06	5.7274e+06	1.55327
3.3986e+06	1.59974e+08	1.56918e+08	58.2053
567790	2.17592e+07	2.16207e+07	12.0804
565272	9.56126e+06	9.54846e+06	3.00663
1.4951e+06	5.67692e+07	5.60364e+07	20.0124
1.15954e+06	1.26913e+07	1.2606e+07	4.45711
1.26595e+06	5.14717e+07	5.02851e+07	28.1058
1.4524e+06	7.25995e+07	7.2082e+07	25.8691
3.61518e+06	7.96819e+07	7.89218e+07	27.9618
467234	2.00075e+07	1.99685e+07	6.33357
2.64546e+06	4.26161e+07	4.14887e+07	14.4811
495699	1.24353e+07	1.22962e+07	6.60705
1.53012e+06	2.70528e+07	2.64517e+07	14.5986
713341	934277	932993	0.251088
1.3107e+06	6.70064e+07	6.47307e+07	36.229
1.41258e+06	1.38308e+07	1.37734e+07	4.75114
424485	2.15046e+07	2.13715e+07	12.0833
1.1061e+06	3.96007e+06	3.94243e+06	1.33562
471588	571040	570717	0.291871
400739	2.92399e+07	2.91103e+07	17.1055
802918	8.8846e+06	8.82131e+06	4.75183
254373	6.01837e+06	5.97814e+06	3.13017
4.86748e+06	1.54068e+08	1.50701e+08	56.1024
2.11031e+06	2.34897e+07	2.33771e+07	13.2156
23192	100212	100202	0.02774
3.45089e+06	1.44143e+08	1.42389e+08	50.5957
5.07426e+06	5.101e+07	5.067e+07	18.0113
227042	6.37482e+06	6.36284e+06	2.04004
177672	61067.2	60974	0.017379
331202	1.85824e+07	1.8533e+07	10.8891
3.88811e+06	5.86689e+07	5.83012e+07	20.0776
92289	6.1133e+06	6.11007e+06	3.34983
1.85205e+06	8.39556e+06	8.3773e+06	4.4704
3.51276e+06	1.25281e+08	1.2446e+08	43.4413
865461	8.85529e+06	8.82669e+06	3.03882
437002	3.00401e+06	3.00221e+06	0.786168
3947	73830.4	73806.8	0.063093
1.91556e+06	9.13826e+07	9.06969e+07	53.1959
1.55477e+06	9.3438e+07	9.0931e+07	52.1604
1.57185e+06	1.31036e+07	1.30767e+07	4.14636
98089	2.74651e+06	2.74469e+06	1.43675
481517	1.92801e+07	1.9247e+07	5.94023
87126	738159	737652	0.196016
752041	2.34839e+06	2.34368e+06	0.700758
609886	9.1953e+06	9.15312e+06	3.03901
1.1553e+06	6.81003e+07	6.70258e+07	37.5975
522911	452097	451658	0.22154
250631	1.33576e+07	1.33087e+07	7.47136
166458	8.1773e+06	8.11866e+06	4.40442
376693	6.27606e+06	6.27368e+06	1.82532
2.00878e+06	9.58252e+07	9.49554e+07	33.8483
118585	1.8524e+06	1.85114e+06	0.487236
1.06024e+06	1.27695e+07	1.27399e+07	7.23046
253011	380951	380762	0.108422
614790	1.10424e+06	1.098e+06	0.511082
24510	807145	804060	0.597544
197168	3.26422e+06	3.26181e+06	1.00167
1.84095e+06	6.39534e+06	6.36502e+06	1.97699
13737	384619	383843	0.205681
1.33517e+06	2.3807e+07	2.36922e+07	13.2095
1.31152e+06	1.55711e+07	1.54559e+07	5.17541
2.75188e+06	1.13691e+08	1.12378e+08	65.6583
718666	7.83138e+06	7.82314e+06	2.5718
156263	3.48253e+06	3.46583e+06	1.84468
1.29635e+06	1.58845e+06	1.58815e+06	0.378726
406891	4.64605e+06	4.63335e+06	2.39477
1.59264e+06	1.96025e+07	1.95344e+07	11.0699
167958	524268	524194	0.119993
276008	8.98151e+06	8.97453e+06	5.03439
2.04168e+06	6.36825e+06	6.35685e+06	1.97137
38825	131033	130899	0.044178
665975	2.52315e+07	2.50734e+07	14.3384
2.23762e+06	1.15043e+08	1.13317e+08	64.6699
982105	8.93731e+07	8.82875e+07	50.1133
1.31894e+06	9.62499e+06	9.61756e+06	5.41231
26395	850497	848530	0.528858
3.90328e+06	1.48554e+07	1.47656e+07	4.95927
1.19177e+06	1.23701e+07	1.2317e+07	4.06944
287911	1.37244e+06	1.37224e+06	0.327554
2.8836e+06	3.807e+07	3.79156e+07	12.4913
143739	1.30919e+06	1.3072e+06	0.626944
608935	1.61572e+07	1.60719e+07	9.00321
565703	5.44178e+06	5.4367e+06	2.99427
362780	6.40358e+06	6.39434e+06	2.05005
176618	1.09377e+06	1.0894e+06	0.317123
3.14996e+06	3.16305e+06	3.16039e+06	0.894928
1.27271e+06	2.14258e+07	2.11238e+07	7.59498
3.89376e+06	2.30947e+08	2.28007e+08	140.83
400620	1.99026e+06	1.98707e+06	0.983834
1.83077e+06	1.34212e+07	1.33275e+07	4.35679
2.87787e+06	5.24486e+07	5.19202e+07	17.8101
825924	35111.2	35110.1	0.033046
955578	8.14612e+06	8.11503e+06	2.45598
1.77836e+06	1.02663e+08	1.01466e+08	59.9586
188369	5.03202e+06	4.97174e+06	2.594
1.55966e+06	1.09393e+08	1.08311e+08	63.6504
4.65635e+06	3.71822e+07	3.67963e+07	13.162
2.67219e+06	1.51215e+07	1.50831e+07	4.82879
132750	336914	336903	0.083743
368753	4.10044e+06	4.08323e+06	1.32374
1.50033e+06	4.28177e+07	4.24658e+07	24.2073
6.30166e+06	9.81308e+07	9.70856e+07	33.8997
253122	430927	430347	0.123555
7.17621e+06	4.67974e+08	4.56801e+08	172.941
1.76276e+06	4.72829e+07	4.67752e+07	26.3436
87887	118045	118039	0.040896
105623	5.83581e+06	5.8183e+06	3.202
13379	49085.7	49080.4	0.058109
2.70838e+06	8.58438e+07	8.44049e+07	30.4027
626237	3.8677e+06	3.86664e+06	1.02214
1.65954e+06	2.47939e+07	2.46332e+07	14.129
533853	1.22351e+06	1.22067e+06	0.370124
86151	980101	975392	0.510308
355634	4.42714e+06	4.40626e+06	1.40727
27812	445932	445902	0.259131
978287	7.03344e+06	7.00604e+06	3.7401
73008	1.57869e+06	1.57794e+06	0.848355
292293	2.67525e+07	2.66402e+07	16.0521
2.33859e+06	2.88159e+07	2.87592e+07	17.1663
79015	217019	216923	0.133956
3.45584e+06	1.42299e+08	1.395e+08	50.2032
341722	2.33879e+06	2.33122e+06	1.18707
492896	6.09896e+06	6.09472e+06	3.39179
261178	4.98077e+06	4.97725e+06	2.75806
48504	188298	188192	0.050435
1.21297e+06	3.48745e+07	3.47446e+07	11.9023
389441	2.82092e+07	2.8152e+07	16.3359
3.25508e+06	2.11256e+08	2.08564e+08	129.184
14402	80669.9	80654.4	0.072521
4.39009e+06	1.05486e+08	1.04208e+08	38.8688
53051	276459	275051	0.180023
2.04373e+06	3.14525e+06	3.14022e+06	1.04535
5.6227e+06	1.54567e+08	1.52123e+08	56.8206
1.46648e+06	4.31236e+07	4.30047e+07	14.318
672284	3.05654e+07	3.04839e+07	9.51182
2234	133148	133143	0.114295
53724	2.56946e+06	2.56884e+06	1.06736
115805	4.11956e+06	4.11687e+06	2.20452
170090	1.5542e+06	1.5534e+06	0.407117
469432	9.60667e+06	9.55475e+06	5.30845
424322	2.39908e+07	2.35081e+07	13.0377
4.08551e+06	7.56461e+07	7.50502e+07	25.1415
129924	53644.2	53623.8	0.029697
5.62443e+06	1.92681e+08	1.90514e+08	68.5525
369938	3.20908e+06	3.20303e+06	0.994878
1.79182e+06	9.57867e+07	9.44652e+07	55.0381
384349	2.45475e+06	2.44849e+06	1.25816
105570	2.34536e+06	2.3387e+06	1.18355
184858	4.15455e+06	4.14909e+06	2.15398
4.12821e+06	1.68033e+08	1.63762e+08	59.276
52197	1.48445e+06	1.48412e+06	0.778823
798020	4.94938e+07	4.92263e+07	17.2216
884998	91925.3	91910.6	0.020294
2.28006e+06	2.75814e+07	2.75218e+07	9.36332
63450	811531	811413	0.262649
2.58318e+06	1.02387e+08	1.00547e+08	36.5052
3.7085e+06	2.90494e+08	2.83656e+08	168.893
470068	1.76356e+07	1.75737e+07	6.39647
1.99661e+06	1.31305e+06	1.31001e+06	0.368242
18802	112975	112974	0.033998
357090	6.14781e+06	6.13826e+06	3.27832
2.68782e+06	7.00086e+07	6.96295e+07	41.0072
534786	4.89729e+07	4.87726e+07	28.4176
99615	2.43067e+06	2.41862e+06	1.20705
220551	330803	330598	0.082377
8815	157816	157679	0.146283
1.00634e+06	3.83222e+06	3.79932e+06	1.20191
826315	1.87099e+06	1.86922e+06	0.908869
1.47972e+06	4.82284e+07	4.79577e+07	16.4393
201495	7.4809e+06	7.46293e+06	4.09325
2.56304e+06	1.78995e+08	1.76479e+08	62.9852
4.03471e+06	1.14432e+08	1.12856e+08	42.2937
613388	1.10437e+07	1.09984e+07	6.03106
4.11448e+06	2.39641e+07	2.36257e+07	8.24851
1.6319e+06	1.40516e+07	1.39921e+07	4.62827
2.87397e+06	9.29382e+07	9.15611e+07	33.4483
3.7374e+06	1.60676e+08	1.57367e+08	60.7114
2.4848e+06	1.63187e+07	1.62752e+07	5.37031
52529	277140	277065	0.072891
2.83976e+06	1.51723e+07	1.50792e+07	5.30042
222953	321443	321419	0.204156
2.48282e+06	3.91914e+07	3.89449e+07	13.0612
1.08929e+06	7.92304e+06	7.84242e+06	2.72565
2.16699e+06	1.94395e+07	1.93862e+07	10.8489
299152	6.31211e+06	6.30843e+06	3.50674
1.02896e+06	9.0572e+07	9.00248e+07	53.3668
618998	3.80135e+06	3.79835e+06	2.04159
176503	9.56703e+06	9.55326e+06	5.6368
1.17472e+06	1.68227e+06	1.67979e+06	0.79521
3.39189e+06	6.17055e+07	6.12788e+07	21.8318
1.13241e+06	2.6789e+07	2.66502e+07	15.4343
1.90799e+06	2.6161e+07	2.57505e+07	14.1173
1.44158e+06	7.91227e+07	7.85576e+07	27.3225
1.26802e+06	1.08572e+08	1.07699e+08	64.2914
591964	1.30593e+07	1.29517e+07	7.00695
1.75171e+06	5.59986e+07	5.49717e+07	19.4734
175607	7.46938e+06	7.46478e+06	2.03317
2.18906e+06	8.24005e+06	8.23418e+06	2.33845
647688	2.90211e+07	2.89645e+07	9.48074
2.45091e+06	5.51432e+07	5.42445e+07	31.0572
1.01885e+06	9.10657e+06	9.09637e+06	2.58112
637835	8.2562e+06	8.22748e+06	2.806
8377	642861	642817	0.421363
1.65096e+06	2.12768e+07	2.1163e+07	7.58944
261683	6.7046e+06	6.70073e+06	2.20948
500952	2.2249e+07	2.19791e+07	12.1413
107117	5.054e+06	5.04776e+06	2.62669
516151	1.39021e+07	1.38822e+07	4.6923
4.46732e+06	6.1066e+07	6.02123e+07	21.5522
763561	3.18563e+07	3.13526e+07	17.398
2.23215e+06	3.47807e+07	3.44143e+07	19.6356
278156	1.30744e+07	1.30422e+07	3.9637
3.19821e+06	2.55065e+08	2.47515e+08	145.702
1.80678e+06	4.90119e+07	4.88081e+07	28.9802
37006	72026.6	72025.9	0.025462
756509	2.8629e+07	2.84583e+07	16.4606
1.12363e+06	3.76223e+07	3.71396e+07	20.7492
275064	4.60867e+06	4.60119e+06	2.50369
1.13534e+06	1.86441e+07	1.85889e+07	10.6503
107387	370418	370256	0.229575
2.08224e+06	4.47188e+07	4.42317e+07	16.0337
1.50619e+06	5.05639e+06	5.04855e+06	2.60211
363451	1.63321e+07	1.62904e+07	9.17247
1.90099e+06	4.20351e+06	4.17472e+06	1.32445
1.35207e+06	362888	362862	0.083089
159395	791039	789844	0.35977
6.87016e+06	3.01781e+08	2.94791e+08	176.185
1.5223e+06	5.98192e+07	5.88827e+07	32.8278
1.07262e+06	2.34992e+07	2.32936e+07	12.8959
156457	3.759e+06	3.75218e+06	2.01042
3.30873e+06	4.4023e+07	4.30757e+07	15.3538
313520	6.84792e+06	6.83854e+06	2.19547
713168	2.42107e+07	2.40138e+07	13.5334
2.4442e+06	8.7097e+07	8.60383e+07	32.4169
717385	2.86822e+07	2.85588e+07	16.3802
1.73806e+06	1.40117e+07	1.3937e+07	4.66878
6.40184e+06	3.30266e+08	3.22906e+08	117.139
152161	4.86015e+06	4.84705e+06	2.79491
1.95525e+06	1.94254e+07	1.92934e+07	6.54371
1.78893e+06	1.09312e+07	1.08986e+07	5.93501
246403	1.65188e+06	1.65123e+06	0.896853
2.70351e+06	1.94913e+08	1.91852e+08	114.33
450935	2.25528e+07	2.24867e+07	12.7239
338066	975253	974714	0.465407
1.52113e+06	4.69379e+07	4.65323e+07	16.037
134136	697210	696891	0.193221
2.06533e+06	4.05141e+06	4.0476e+06	1.16898
1.88868e+06	6.76758e+07	6.61752e+07	36.9374
905639	6.0464e+07	5.89174e+07	32.3419
2.4841e+06	8.10435e+07	7.95128e+07	44.8466
804869	5.23549e+06	5.20795e+06	2.72508
681751	1.51784e+07	1.51102e+07	5.21085
247983	1.16113e+06	1.16027e+06	0.570955
4.54726e+06	2.01493e+08	1.96928e+08	73.9966
269609	2.23926e+07	2.20879e+07	12.1992
1.94778e+06	8.20371e+07	8.12497e+07	28.7311
1.96886e+06	5.64724e+07	5.53514e+07	19.6123
6.20732e+06	6.57422e+07	6.51171e+07	23.3353
295280	7.24898e+06	7.23416e+06	2.4278
697503	2.15153e+07	2.14235e+07	6.89018
1.16744e+06	1.90709e+07	1.89934e+07	6.64957
3.10366e+06	1.07717e+08	1.05824e+08	38.7806
632428	3.36017e+07	3.31832e+07	18.5631
3.28167e+06	9.17113e+07	9.08008e+07	52.9479
157133	1.10992e+07	1.10848e+07	6.46505
1.43394e+06	1.95731e+07	1.93861e+07	6.56722
2.22742e+06	1.21162e+08	1.1884e+08	68.9107
373248	6.47426e+06	6.4341e+06	2.14844
1.16686e+06	9.36561e+07	9.24137e+07	53.6276
3.69734e+06	5.67494e+06	5.59207e+06	1.90633
695036	1.32351e+07	1.31495e+07	4.35015
22276	103202	103196	0.052757
195656	2.30016e+06	2.29936e+06	1.21785
25892	102727	102691	0.065576
293484	571953	568069	0.161495
369329	3.57479e+07	3.51678e+07	19.7023
307473	7.46601e+06	7.41813e+06	4.09434
224132	1.29074e+06	1.28846e+06	0.362423
154375	1.02293e+07	1.01681e+07	6.08075
4.41869e+06	2.84781e+08	2.77944e+08	166.893
101071	1.11589e+06	1.1155e+06	0.605863
91595	7.26799e+06	7.26038e+06	3.98566
2.92649e+06	4.47679e+06	4.466e+06	1.36216
66932	785079	784862	0.421605
4.21097e+06	1.44759e+08	1.40771e+08	50.6157
937852	2.44625e+07	2.43747e+07	14.2059
1.56498e+06	7.02696e+06	6.98024e+06	2.37464
1.46958e+06	6.1558e+06	6.13879e+06	1.83377
60372	697173	696524	0.211534
635862	2.1862e+07	2.17788e+07	12.4785
2.0134e+06	9.46594e+07	9.32607e+07	34.2627
334965	1.07005e+07	1.05996e+07	5.68597
1.31853e+06	2.24485e+07	2.23331e+07	7.79174
3.7677e+06	1.34853e+08	1.30848e+08	45.8518
9295	164873	164864	0.247842
2.08217e+06	1.16443e+08	1.14153e+08	64.7117
129198	1.12213e+06	1.12118e+06	0.309767
1.61935e+06	1.10442e+06	1.10309e+06	0.302069
826799	3.40111e+07	3.37984e+07	19.073
5.63389e+06	3.01178e+08	2.93189e+08	104.248
2.06701e+06	5.61047e+07	5.55147e+07	20.2862
466344	679908	679818	0.349188
1.145e+06	2.30314e+07	2.29199e+07	7.79934
34698	1.32125e+06	1.31372e+06	0.907357
744374	4.1829e+06	4.17682e+06	2.15727
1.6902e+06	2.34201e+07	2.32557e+07	8.015
1.01108e+06	1.37229e+07	1.36983e+07	4.37861
1.18868e+06	4.81692e+07	4.7598e+07	16.7502
312842	2.73875e+07	2.73212e+07	16.124
3.04088e+06	2.37431e+08	2.34344e+08	145.333
2.66197e+06	2.68979e+07	2.68058e+07	15.4345
586884	2.14759e+06	2.14077e+06	0.641096
1.41481e+06	6.23574e+07	6.18967e+07	35.7641
4.43916e+06	3.68814e+08	3.60812e+08	136.13
1.81058e+06	1.44907e+07	1.44679e+07	4.59
4.42719e+06	1.06073e+08	1.04532e+08	39.3615
2.42e+06	9.51222e+07	9.39798e+07	33.1489
4.82495e+06	7.23559e+07	7.13868e+07	25.7115
915949	3.69873e+07	3.6889e+07	21.637
